0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"{'key': 'rank', 'value': '795'}","{'key': 'revenues', 'value': '2826.6'}","{'key': 'revchange', 'value': '12.7'}","{'key': 'profits', 'value': '1333.9'}","{'key': 'prftchange', 'value': '53.4'}","{'key': 'assets', 'value': '7747.5'}","{'key': 'mktval', 'value': '13848.1'}","{'key': 'rankchange1000', 'value': '32'}","{'key': 'employees', 'value': '1868'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Magellan Midstream Partners'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Tulsa'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Magellan Midstream Partners'}"
"{'key': 'rank', 'value': '794'}","{'key': 'revenues', 'value': '2828.0'}","{'key': 'revchange', 'value': '3.4'}","{'key': 'profits', 'value': '394.6'}","{'key': 'prftchange', 'value': '1.2'}","{'key': 'assets', 'value': '2514.1'}","{'key': 'mktval', 'value': '3009.4'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'employees', 'value': '4900'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Louisiana-Pacific'}","{'key': 'sector', 'value': 'Materials'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqcity', 'value': 'Nashville'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Louisiana-Pacific'}"
"{'key': 'rank', 'value': '793'}","{'key': 'revenues', 'value': '2834.8'}","{'key': 'revchange', 'value': '1.8'}","{'key': 'profits', 'value': '-5.4'}","{'key': 'prftchange', 'value': '-106.2'}","{'key': 'assets', 'value': '1838.6'}","{'key': 'mktval', 'value': '1058.6'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'employees', 'value': '12000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Caleres'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Caleres'}"
"{'key': 'rank', 'value': '792'}","{'key': 'revenues', 'value': '2837.4'}","{'key': 'revchange', 'value': '5.3'}","{'key': 'profits', 'value': '233.2'}","{'key': 'prftchange', 'value': '-35.9'}","{'key': 'assets', 'value': '3196.6'}","{'key': 'mktval', 'value': '1271.1'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'employees', 'value': '7244'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Hawaiian Holdings'}","{'key': 'sector', 'value': 'Transportation'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqcity', 'value': 'Honolulu'}","{'key': 'hqstate', 'value': 'HI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hawaiian Holdings'}"
"{'key': 'rank', 'value': '791'}","{'key': 'revenues', 'value': '2847.3'}","{'key': 'revchange', 'value': '7.1'}","{'key': 'profits', 'value': '173.6'}","{'key': 'prftchange', 'value': '39.7'}","{'key': 'assets', 'value': '3457.5'}","{'key': 'mktval', 'value': '1233.3'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'employees', 'value': '27000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'TTM Technologies'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Costa Mesa'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TTM Technologies'}"
"{'key': 'rank', 'value': '790'}","{'key': 'revenues', 'value': '2848.0'}","{'key': 'revchange', 'value': '3.8'}","{'key': 'profits', 'value': '252.4'}","{'key': 'prftchange', 'value': '88.9'}","{'key': 'assets', 'value': '4360.0'}","{'key': 'mktval', 'value': '7057.0'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'employees', 'value': '10000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Hill-Rom Holdings'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hill-Rom Holdings'}"
"{'key': 'rank', 'value': '789'}","{'key': 'revenues', 'value': '2851.0'}","{'key': 'revchange', 'value': '-12.9'}","{'key': 'profits', 'value': ''}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '7679.0'}","{'key': 'mktval', 'value': '1863.0'}","{'key': 'rankchange1000', 'value': '-85'}","{'key': 'employees', 'value': '8100'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Avaya Holdings'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqcity', 'value': 'Santa Clara'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avaya Holdings'}"
"{'key': 'rank', 'value': '788'}","{'key': 'revenues', 'value': '2858.0'}","{'key': 'revchange', 'value': '1.4'}","{'key': 'profits', 'value': '134.2'}","{'key': 'prftchange', 'value': '2950.0'}","{'key': 'assets', 'value': '2694.3'}","{'key': 'mktval', 'value': '1222.3'}","{'key': 'rankchange1000', 'value': '-24'}","{'key': 'employees', 'value': '2900'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Presidio'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Presidio'}"
"{'key': 'rank', 'value': '787'}","{'key': 'revenues', 'value': '2860.8'}","{'key': 'revchange', 'value': '11.9'}","{'key': 'profits', 'value': '201.8'}","{'key': 'prftchange', 'value': '22.1'}","{'key': 'assets', 'value': '13104.1'}","{'key': 'mktval', 'value': '4441.4'}","{'key': 'rankchange1000', 'value': '32'}","{'key': 'employees', 'value': '3898'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Hawaiian Electric Industries'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Honolulu'}","{'key': 'hqstate', 'value': 'HI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hawaiian Electric Industries'}"
"{'key': 'rank', 'value': '786'}","{'key': 'revenues', 'value': '2862.9'}","{'key': 'revchange', 'value': '57.7'}","{'key': 'profits', 'value': '-48.1'}","{'key': 'prftchange', 'value': '-176.3'}","{'key': 'assets', 'value': '959.9'}","{'key': 'mktval', 'value': '248.9'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '2400'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'BlueLinx Holdings'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Marietta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BlueLinx Holdings'}"
"{'key': 'rank', 'value': '785'}","{'key': 'revenues', 'value': '2871.9'}","{'key': 'revchange', 'value': '27.1'}","{'key': 'profits', 'value': '153.9'}","{'key': 'prftchange', 'value': '77.1'}","{'key': 'assets', 'value': '3186.5'}","{'key': 'mktval', 'value': '7227.5'}","{'key': 'rankchange1000', 'value': '108'}","{'key': 'employees', 'value': '16400'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'PRA Health Sciences'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Raleigh'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PRA Health Sciences'}"
"{'key': 'rank', 'value': '784'}","{'key': 'revenues', 'value': '2873.5'}","{'key': 'revchange', 'value': '13.7'}","{'key': 'profits', 'value': '13.0'}","{'key': 'prftchange', 'value': '-88.4'}","{'key': 'assets', 'value': '1932.6'}","{'key': 'mktval', 'value': '1884.2'}","{'key': 'rankchange1000', 'value': '41'}","{'key': 'employees', 'value': '18000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Plexus'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Neenah'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Plexus'}"
"{'key': 'rank', 'value': '783'}","{'key': 'revenues', 'value': '2880.0'}","{'key': 'revchange', 'value': '13.0'}","{'key': 'profits', 'value': '182.3'}","{'key': 'prftchange', 'value': '-6.0'}","{'key': 'assets', 'value': '7357.7'}","{'key': 'mktval', 'value': '4368.7'}","{'key': 'rankchange1000', 'value': '38'}","{'key': 'employees', 'value': '8632'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Southwest Gas Holdings'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Las Vegas'}","{'key': 'hqstate', 'value': 'NV'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwest Gas Holdings'}"
"{'key': 'rank', 'value': '782'}","{'key': 'revenues', 'value': '2901.8'}","{'key': 'revchange', 'value': '11.4'}","{'key': 'profits', 'value': '333.8'}","{'key': 'prftchange', 'value': '46.9'}","{'key': 'assets', 'value': '3809.3'}","{'key': 'mktval', 'value': '8585.0'}","{'key': 'rankchange1000', 'value': '25'}","{'key': 'employees', 'value': '10850'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Teledyne Technologies'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Thousand Oaks'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teledyne Technologies'}"
"{'key': 'rank', 'value': '781'}","{'key': 'revenues', 'value': '2911.7'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '-51.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1181.1'}","{'key': 'mktval', 'value': '919.8'}","{'key': 'rankchange1000', 'value': '-34'}","{'key': 'employees', 'value': '13388'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Genesco'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'Nashville'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesco'}"
"{'key': 'rank', 'value': '780'}","{'key': 'revenues', 'value': '2912.8'}","{'key': 'revchange', 'value': '43.6'}","{'key': 'profits', 'value': '-6.1'}","{'key': 'prftchange', 'value': '-107.4'}","{'key': 'assets', 'value': '6479.1'}","{'key': 'mktval', 'value': '2856.1'}","{'key': 'rankchange1000', 'value': '170'}","{'key': 'employees', 'value': '2100'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Genesis Energy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesis Energy'}"
